id,x_m,y_m,z_m,px_beta_gamma,py_beta_gamma,pz_beta_gamma,px_MeVc,py_MeVc,pz_MeVc,macro_charge_C
217,1.59303444500085269e-03,-1.28156433414458072e-03,-4.64719463252707132e-02,5.50855838449040740e-07,3.27168980942621018e-06,-1.81801525021568429e-06,2.81487333447459847e-07,1.67183349261679348e-06,-9.29005792860214647e-07,-3.90625000000000024e-12
218,-5.41063261539957599e-04,-9.22637022433725500e-05,-1.87474931287024943e-01,1.66109980586487855e-06,-1.33449382332862785e-06,-7.15618146884953603e-07,8.48822000796952973e-07,-6.81926343720928841e-07,-3.65680873058211300e-07,-3.90625000000000024e-12
219,1.09871640892270496e-03,-4.23907070656864100e-04,-2.27007928911318047e-01,1.31657610831168591e-07,1.55257512804997299e-06,-4.29028929431388365e-08,6.72770391347271515e-08,7.93365890433536168e-07,-2.19233782939439464e-08,-3.90625000000000024e-12
220,5.26268744677520152e-04,2.01620216151108152e-05,-1.39733429448417351e-01,-3.31182192588348037e-06,1.30475529105327150e-06,-3.31923556712081970e-07,-1.69234100412645859e-06,6.66729953728221783e-07,-1.69612937479873898e-07,-3.90625000000000024e-12
221,-2.38339777827763390e-04,6.92877778328593471e-04,5.85931955584153563e-02,-7.72306749830275483e-07,-3.66898904570124112e-06,-1.17167372843399547e-06,-3.94648749163270754e-07,-1.87485340235333428e-06,-5.98725275229771744e-07,-3.90625000000000024e-12
222,2.40934284201725515e-04,-7.56888319014877389e-04,2.04991578507533780e-02,1.91650827272603570e-06,2.09651370053441331e-06,5.77505578816025494e-07,9.79335727363004219e-07,1.07131850097308521e-06,2.95105350774989056e-07,-3.90625000000000024e-12
223,1.21555144365890068e-03,2.11830242681221043e-03,5.85970328713905642e-02,-2.04993567658443567e-06,1.16886962773482796e-06,-1.99111971201239825e-06,-1.04751713073464673e-06,5.97292379772497089e-07,-1.01746217283833561e-06,-3.90625000000000024e-12
224,7.83293816175563017e-04,9.46511208186123754e-04,-2.71683275679023978e-02,1.20390177608309299e-06,-1.36865354126060075e-06,-3.29240426578355983e-06,6.15193807578460542e-07,-6.99381959584166985e-07,-1.68241857981539916e-06,-3.90625000000000024e-12
225,-1.76370591062972848e-03,-5.88789992464973963e-04,-2.32488693298608801e-02,5.22070993180161967e-07,7.27937375023371729e-08,7.32391288004607061e-08,2.66778277515062796e-07,3.71975998636942983e-08,3.74251948170354226e-08,-3.90625000000000024e-12
226,1.64156143001050175e-04,-9.73851854631070202e-05,-8.70336763692692722e-02,-2.06044777550064516e-06,-2.35213553493151457e-06,1.84478219337627193e-06,-1.05288881328082963e-06,-1.20194125835000400e-06,9.42683700815274978e-07,-3.90625000000000024e-12
227,-7.27191044833542556e-04,-4.56821060748757474e-04,-1.13102412463939553e-01,-4.19449029895865070e-07,2.84669960827541748e-06,2.85263859295204283e-06,-2.14338454276787050e-07,1.45466349982873838e-06,1.45769832099849396e-06,-3.90625000000000024e-12
228,-1.12038435834535609e-03,-2.03575211824177840e-03,-7.08280156073400613e-02,-2.41658733506622292e-06,-1.03496020715570626e-06,-5.98043146569169182e-06,-1.23487612821883990e-06,-5.28864665856565953e-07,-3.05600047896845457e-06,-3.90625000000000024e-12
229,-2.72500543653454350e-04,-1.05430241838621219e-03,-6.89920975407373183e-02,-4.96317621865294646e-07,-1.63701981394049429e-06,8.44843156301411036e-08,-2.53618304773165592e-07,-8.36517124923592575e-07,4.31714852870021081e-08,-3.90625000000000024e-12
230,-3.51370179713742957e-04,-1.54567536581725414e-03,-1.10883048447229959e-01,-1.02928307767915012e-06,-1.40597589006745767e-06,-1.95202596059362086e-06,-5.25963652694045766e-07,-7.18453679824470831e-07,-9.97485265863340234e-07,-3.90625000000000024e-12
231,-1.38177140321711807e-03,-1.60692003768238047e-05,-1.58736988214326358e-01,-1.86349667442958063e-06,2.00089610445199672e-06,8.92302150778247711e-07,-9.52246800633515747e-07,1.02245790937497031e-06,4.55966399047684606e-07,-3.90625000000000024e-12
232,-4.39182957433159702e-04,-2.48526018466606541e-03,1.28401601248421954e-01,3.82967583739985827e-06,1.20291731016629000e-06,-1.09586763242466957e-06,1.95696435291132776e-06,6.14690745494974194e-07,-5.59988360169006109e-07,-3.90625000000000024e-12
233,1.05681135461595940e-04,-1.23178840714157039e-03,-4.63950433918704358e-02,-1.25535528522006211e-06,2.82068674885813559e-06,-3.98063741508952751e-06,-6.41486550747451771e-07,1.44137092866650722e-06,-2.03410571911074853e-06,-3.90625000000000024e-12
234,1.50619853521762048e-03,-2.67065349080797341e-04,-1.82645883866112441e-01,-1.17122667479900154e-07,-6.35777402909091549e-07,-4.36889491952872527e-06,-5.98496830822289773e-08,-3.24882252886545815e-07,-2.23250530387917878e-06,-3.90625000000000024e-12
235,-3.63231328666504161e-04,-7.95396786979655026e-04,2.23600551058769914e-02,1.82748541180518633e-06,-2.39730539974380367e-07,-7.06896778536150278e-07,9.33845045432450223e-07,-1.22502305926908381e-07,-3.61224253831972778e-07,-3.90625000000000024e-12
236,-9.18453275798620660e-05,-1.84031972351591361e-03,2.54266306727687387e-03,-1.94781511095859754e-06,-3.73441657254897906e-07,-5.31730485979066613e-07,-9.95333521699843364e-07,-1.90828686857252843e-07,-2.71714278335303071e-07,-3.90625000000000024e-12
237,7.78351639954446358e-04,1.23290792423391585e-03,1.95718942350216578e-02,1.69751141372430767e-06,-9.12282933781229776e-07,4.46318214993449613e-06,8.67428332413121278e-07,-4.66176579162208438e-07,2.28068607861652747e-06,-3.90625000000000024e-12
238,1.72844216946183037e-03,1.33012941466531683e-03,6.67401106087554402e-02,-1.41665251316890952e-06,4.43430406923453369e-08,-1.47815319042523713e-06,-7.23909434229312770e-07,2.26592937937884681e-08,-7.55336280307296239e-07,-3.90625000000000024e-12
239,1.45224887267687017e-03,-2.60091017192553339e-03,1.16937857854197857e-01,1.42877628459974711e-06,-1.03451976184912301e-06,2.59855882588503171e-06,7.30104681430470766e-07,-5.28639598304901869e-07,1.32786356002725114e-06,-3.90625000000000024e-12
240,1.37355533563970618e-03,-1.72281315197135901e-04,7.52394982231979204e-02,1.79250251778629657e-06,6.44294853811081570e-07,-3.40918094031605574e-06,9.15968786588797542e-07,3.29234670297462715e-07,-1.74209146050150444e-06,-3.90625000000000024e-12
241,-7.20693052285861519e-04,-2.34433909320259888e-04,-2.44249435273722684e-02,-2.10194703643595239e-07,-3.51962361144185731e-07,1.01773894459307409e-06,-1.07409493561877169e-07,-1.79852766544678913e-07,5.20064600687060846e-07,-3.90625000000000024e-12
242,-1.11504824569094892e-03,-2.88635778775371099e-04,-1.83925068951896753e-01,-2.93692853459119147e-06,1.04004058944604115e-06,1.12461690927836195e-06,-1.50077048117609885e-06,5.31460741206927089e-07,5.74679240641242962e-07,-3.90625000000000024e-12
243,-2.14024141257686452e-04,1.62166605036684884e-03,1.81935268146127260e-01,-3.59435470437753059e-07,3.43521870259778972e-07,-1.18081619459813196e-06,-1.83671525393691811e-07,1.75539675702747060e-07,-6.03397075439645457e-07,-3.90625000000000024e-12
244,-9.18307552526529726e-05,1.67108465304062091e-03,3.41617615374479530e-02,1.61653417261218647e-06,-2.53683687109437771e-06,-1.54970559919634948e-06,8.26048962204827345e-07,-1.29632364112922703e-06,-7.91899561189334614e-07,-3.90625000000000024e-12
245,-1.34010011945112639e-03,-6.85717245749258692e-04,-1.18725779527120295e-02,4.75078863797801608e-06,-3.54545666752129374e-07,-3.03744691433795022e-07,2.42765299400676612e-06,-1.81172835710338122e-07,-1.55213537322669251e-07,-3.90625000000000024e-12
246,-7.98208818297621434e-05,5.92105585593711973e-04,-7.61206814289771133e-02,-2.01946497166624349e-06,-7.06511431747974768e-07,3.14949571020330462e-07,-1.03194660052145050e-06,-3.61027341623215119e-07,1.60939230791388861e-07,-3.90625000000000024e-12
247,-4.64991294148928299e-04,9.86965397371797597e-04,8.94485277341507991e-03,-2.48072157537750336e-06,-3.00000780164734990e-06,-9.81756883327289766e-07,-1.26764872501790414e-06,-1.53300398664179584e-06,-5.01677767380245083e-07,-3.90625000000000024e-12
248,3.71580571368709768e-04,-9.44910230912875902e-05,6.71855579850419576e-02,2.94974399065511647e-06,-7.29239429252411402e-07,4.92648202323989654e-06,1.50731917922476460e-06,-3.72641348347982257e-07,2.51743231387558731e-06,-3.90625000000000024e-12
249,7.29952571288070310e-04,-7.94715579978710115e-04,1.12095487590270687e-01,2.25306039359300213e-06,1.15164778406694337e-06,-1.01010341885222715e-06,1.15131386112602419e-06,5.88492017658208030e-07,-5.16162847033488124e-07,-3.90625000000000024e-12
250,-6.58357249436258255e-04,3.39086565306675276e-04,-3.07769290785839117e-02,9.21825731881981807e-07,5.69966939556337419e-06,-2.67205433563136677e-06,4.71052948991692701e-07,2.91253106113288420e-06,-1.36541976550762843e-06,-3.90625000000000024e-12
251,6.57490611979179079e-04,2.77095071868051050e-04,5.70474615575584446e-02,6.95079973776223966e-07,3.23547622487492185e-06,1.86585244670397657e-06,3.55185866599650442e-07,1.65332835091108520e-06,9.53450600265732034e-07,-3.90625000000000024e-12
252,1.38873732390607657e-04,-1.14601876558222677e-04,2.02044627005408158e-02,1.94030117196353644e-07,-9.06160240536035251e-07,1.76921469732017463e-06,9.91493898873367120e-08,-4.63047882913914034e-07,9.04068710330609295e-07,-3.90625000000000024e-12
253,-1.40384607158933651e-05,-8.30592078200512694e-04,-1.55612736328730655e-01,-3.46852365429380900e-06,3.45275715015459621e-06,-1.71437105215865168e-06,-1.77241558734413643e-06,1.76435890372899880e-06,-8.76043607653071041e-07,-3.90625000000000024e-12
254,5.27243704967664695e-04,1.27865816338762635e-03,-9.67189085875800880e-02,-3.98410345083649599e-06,-7.09709138186918112e-07,-4.27596301817211901e-07,-2.03587686337744963e-06,-3.62661369613515158e-07,-2.18501710228595280e-07,-3.90625000000000024e-12
255,5.01459190621436710e-04,-6.12454172900697572e-04,1.78114166011330149e-02,-8.39517194427617676e-07,-3.35406152530389327e-06,-1.63898102040704028e-06,-4.28993286352512654e-07,-1.71392543943028942e-06,-8.37519301427997546e-07,-3.90625000000000024e-12
